Name,Latitude,Longtitude,Possibility,Time
Common Wood-Pigeon,51.4946333,6.8710125,82,2018-05-01
Common Wood-Pigeon,51.5295835,6.8669964,80,2018-05-19
Eurasian Blackbird,51.5295835,6.8669964,94,2018-05-19
Eurasian Blackbird,51.5305057,6.8586367,90,2018-05-19
Eurasian Blackbird,51.4946333,6.8710125,89,2018-05-01
Eurasian Magpie,51.5305057,6.8586367,78,2018-05-19
Eurasian Magpie,51.5295835,6.8669964,87,2018-05-19
European Robin,51.5295835,6.8669964,96,2018-05-19
European Robin,51.5305057,6.8586367,84,2018-05-19
Gray Heron,51.4946333,6.8710125,85,2018-05-01
Great Cormorant,51.4946333,6.8710125,99,2018-05-01
Great Tit,51.5305057,6.8586367,86,2018-05-19
Great Tit,51.5295835,6.8669964,88,2018-05-19
Great Tit,51.4946333,6.8710125,78,2018-05-01
Greater Whitethroat,51.4946333,6.8710125,76,2018-05-01
Great Spotted Woodpecker,51.5305057,6.8586367,90,2018-05-19
Great Spotted Woodpecker,51.5295835,6.8669964,97,2018-05-19
House Sparrow,51.4946333,6.8710125,87,2018-05-01
Long-tailed Tit,51.5295835,6.8669964,85,2018-05-19
Peregrine Falcon,51.5305057,6.8586367,94,2018-05-19
Rook,51.5305057,6.8586367,76,2018-05-19
Song Thrush,51.5295835,6.8669964,97,2018-05-19
Song Thrush,51.5305057,6.8586367,89,2018-05-19
Carrion Crow,51.482149,6.853959,76,2018-06-12
Common Swift,51.482149,6.853959,76,2018-06-12
Common Wood-Pigeon,51.482149,6.853959,94,2018-06-12
Eurasian Blackbird,51.482149,6.853959,80,2018-06-12
Eurasian Magpie,51.469169,6.845494,86,2018-06-12
Rock Pigeon,51.469169,6.845494,77,2018-06-12
Rock Pigeon,51.482149,6.853959,90,2018-06-12
Black-headed Gull,51.5261627,6.6995308,79,2018-07-12
Black-headed Gull,51.5261627,6.6995308,88,2018-07-09
Eurasian Blue Tit,51.3676169,6.8296809,82,2018-07-25
Eurasian Blue Tit,51.5261627,6.6995308,84,2018-07-09
Eurasian Blue Tit,51.5261627,6.6995308,95,2018-07-12
Carrion Crow,51.5261627,6.6995308,98,2018-07-09
Carrion Crow,51.5261627,6.6995308,83,2018-07-12
Carrion Crow,51.5284237,6.7392862,93,2018-07-13
Common Chaffinch,51.5284237,6.7392862,87,2018-07-13
Common Chaffinch,51.5261627,6.6995308,99,2018-07-09
Common Chaffinch,51.5261627,6.6995308,80,2018-07-12
Common Chaffinch,51.3676169,6.8296809,87,2018-07-25
Common Chiffchaff,51.5261627,6.6995308,76,2018-07-12
Common Sandpiper,51.5261627,6.6995308,99,2018-07-09
Common Swift,51.5284237,6.7392862,90,2018-07-13
Common Wood-Pigeon,51.5261627,6.6995308,95,2018-07-12
Common Wood-Pigeon,51.5284237,6.7392862,99,2018-07-13
Common Wood-Pigeon,51.5261627,6.6995308,98,2018-07-09
Common Wood-Pigeon,51.3676169,6.8296809,86,2018-07-25
Egyptian Goose,51.5261627,6.6995308,80,2018-07-09
Egyptian Goose,51.5261627,6.6995308,77,2018-07-12
Eurasian Blackbird,51.5284237,6.7392862,93,2018-07-13
Eurasian Blackbird,51.3676169,6.8296809,92,2018-07-25
Eurasian Bullfinch,51.3676169,6.8296809,91,2018-07-25
European Greenfinch,51.5284237,6.7392862,79,2018-07-13
Eurasian Jay,51.3676169,6.8296809,95,2018-07-25
Eurasian Magpie,51.5261627,6.6995308,98,2018-07-09
Eurasian Magpie,51.5284237,6.7392862,83,2018-07-13
Eurasian Nuthatch,51.3676169,6.8296809,84,2018-07-25
European Robin,51.3676169,6.8296809,80,2018-07-25
Graylag Goose,51.5261627,6.6995308,80,2018-07-09
Gray Heron,51.5261627,6.6995308,78,2018-07-12
Gray Heron,51.5261627,6.6995308,87,2018-07-09
Great Tit,51.5284237,6.7392862,99,2018-07-13
Great Tit,51.3676169,6.8296809,75,2018-07-25
Great Tit,51.5261627,6.6995308,98,2018-07-12
Great Tit,51.5261627,6.6995308,90,2018-07-09
Greater Whitethroat,51.5261627,6.6995308,82,2018-07-09
Greater Whitethroat,51.5261627,6.6995308,82,2018-07-12
Mallard (Domestic type),51.5261627,6.6995308,90,2018-07-09
Mallard (Domestic type),51.5261627,6.6995308,88,2018-07-12
Marsh Tit,51.3676169,6.8296809,84,2018-07-25
Rock Pigeon,51.5261627,6.6995308,93,2018-07-12
Song Thrush,51.3676169,6.8296809,85,2018-07-25
Eurasian/Short-toed Treecreeper,51.3676169,6.8296809,89,2018-07-25
Barnacle Goose,51.5228166,6.8395901,80,2018-09-30
Coal Tit,51.5228166,6.8395901,89,2018-09-30
Common Buzzard,51.5228166,6.8395901,90,2018-09-30
Eurasian Moorhen,51.5228166,6.8395901,85,2018-09-30
Common Wood-Pigeon,51.5228166,6.8395901,80,2018-09-30
Egyptian Goose,51.5228166,6.8395901,95,2018-09-30
Eurasian Coot,51.5228166,6.8395901,90,2018-09-30
European Greenfinch,51.5228166,6.8395901,79,2018-09-30
Eurasian Jackdaw,51.5228166,6.8395901,75,2018-09-30
Eurasian Jay,51.5228166,6.8395901,81,2018-09-30
Eurasian Kestrel,51.5228166,6.8395901,99,2018-09-30
Eurasian Magpie,51.5228166,6.8395901,98,2018-09-30
Eurasian Nuthatch,51.5228166,6.8395901,80,2018-09-30
European Robin,51.5228166,6.8395901,97,2018-09-30
European Starling,51.5228166,6.8395901,85,2018-09-30
Eurasian Tree Sparrow,51.5228166,6.8395901,99,2018-09-30
Graylag Goose,51.5228166,6.8395901,87,2018-09-30
Gray Heron,51.5228166,6.8395901,96,2018-09-30
Great Tit,51.5228166,6.8395901,79,2018-09-30
Great Spotted Woodpecker,51.5228166,6.8395901,80,2018-09-30
House Sparrow,51.5228166,6.8395901,88,2018-09-30
Mallard,51.5228166,6.8395901,75,2018-09-30
Rock Pigeon,51.5228166,6.8395901,90,2018-09-30
Song Thrush,51.5228166,6.8395901,82,2018-09-30
White Wagtail,51.5228166,6.8395901,83,2018-09-30
Carrion Crow,51.5098645,6.8645766,91,2018-10-01
Eurasian Jackdaw,51.5098645,6.8645766,99,2018-10-01
Eurasian Magpie,51.5098645,6.8645766,82,2018-10-01
Long-tailed Tit,51.5098645,6.8645766,76,2018-10-01
Rock Pigeon,51.5098645,6.8645766,90,2018-10-01
Black-headed Gull,51.441162,6.7735202,81,2018-12-09
Black-headed Gull,51.430147,6.773098,95,2018-12-09
Carrion Crow,51.441162,6.7735202,98,2018-12-09
Common Pochard,51.441162,6.7735202,86,2018-12-09
Common Wood-Pigeon,51.441162,6.7735202,91,2018-12-09
Eurasian Coot,51.441162,6.7735202,83,2018-12-09
Eurasian Magpie,51.441162,6.7735202,96,2018-12-09
Great Cormorant,51.441162,6.7735202,95,2018-12-09
Great Tit,51.441162,6.7735202,92,2018-12-09
Mute Swan,51.441162,6.7735202,96,2018-12-09
Rock Pigeon,51.441162,6.7735202,98,2018-12-09
Rock Pigeon,51.430147,6.773098,86,2018-12-09
Tufted Duck,51.441162,6.7735202,88,2018-12-09
Black Redstart,51.4338326,6.772897,97,2019-03-22
Eurasian Blue Tit,51.4338326,6.772897,76,2019-03-22
Carrion Crow,51.4338326,6.772897,91,2019-03-22
Common Chaffinch,51.4338326,6.772897,98,2019-03-22
Common Chiffchaff,51.4338326,6.772897,88,2019-03-22
Eurasian Moorhen,51.4338326,6.772897,76,2019-03-22
Common Wood-Pigeon,51.4338326,6.772897,75,2019-03-22
Eurasian Blackbird,51.4338326,6.772897,75,2019-03-22
Eurasian Coot,51.4338326,6.772897,84,2019-03-22
European Goldfinch,51.4338326,6.772897,77,2019-03-22
Eurasian Jackdaw,51.4338326,6.772897,97,2019-03-22
Eurasian Magpie,51.4338326,6.772897,81,2019-03-22
European Robin,51.4338326,6.772897,75,2019-03-22
Gray Heron,51.4338326,6.772897,77,2019-03-22
Great Cormorant,51.4338326,6.772897,79,2019-03-22
Great Tit,51.4338326,6.772897,85,2019-03-22
Herring Gull,51.4338326,6.772897,92,2019-03-22
Mallard,51.4338326,6.772897,88,2019-03-22
Mew Gull,51.4338326,6.772897,83,2019-03-22
Rock Pigeon,51.4338326,6.772897,91,2019-03-22
White Wagtail,51.4338326,6.772897,79,2019-03-22
